Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Study_Participant_ID,What is the Virtual Silcton unique identifier? (Copy and paste below),Browser Meta Info - Browser,Browser Meta Info - Version,Browser Meta Info - Operating System,Browser Meta Info - Resolution,What is your age?,"How many years of education have you completed? 
 

Completing high school is equivalent to 12 years of education (e.g., an undergraduate student will have completed 14 years of education by the end of their second year at college / university).",Is English your first language?,Do you normally write with your right hand?,What sex were you assigned at birth?,Q8,What is your gender identity? - Other (please specify) - Text,What is your sexual orientation? - Selected Choice,What is your sexual orientation? - Other (please specify) - Text,What is your race / ethnicity? - Selected Choice,What is your race / ethnicity? - Other (please specify) - Text,1) - I am very good at giving directions.,2) - I have a poor memory for where I left things.,3) - I am very good at judging distances.,"4) - My ""sense of direction"" is very good.","5) - I tend to think of my environment in terms of cardinal directions (N, S, E, W).",6) - I very easily get lost in a new city.,7) - I enjoy reading maps.,8) - I have trouble understanding directions.,9) - I am very good at reading maps.,10) - I don't remember routes very well while riding as a passenger in a car.,11) - I don't enjoy giving directions.,12) - It's not important to me to know where I am.,13) - I usually let someone else do the navigational planning for long trips.,14) - I can usually remember a new route after I have traveled it only once.,"15) - I don't have a very good ""mental map"" of my environment.","When planning a route, do you picture a map of your route or do you picture scenes of what you will see along the way? - Selected Choice","When planning a route, do you picture a map of your route or do you picture scenes of what you will see along the way? - Other: - Text",Do you consider yourself a good navigator?,Do you find it easy to read and use maps?,How often do you get disoriented while finding your way around?,"When thinking about a familiar street, how well can you picture the buildings along it?","Would you give directions to a friend in terms of landmarks (i.e. when you see the subway stop, turn left) or in terms of map directions (i.e. walk north four blocks, then turn left)? - Selected Choice","Would you give directions to a friend in terms of landmarks (i.e. when you see the subway stop, turn left) or in terms of map directions (i.e. walk north four blocks, then turn left)? - Other: - Text",Do you picture travelling a route on street level or from a bird's eye view? - Selected Choice,Do you picture travelling a route on street level or from a bird's eye view? - Other: - Text,"When navigating in an area you know well, do you usually just know where to go or do you need to look around at the surroundings to decide (e.g. coming out of a subway station)?","When traveling along a new route, do you usually remember what buildings you've passed?",Would you prefer to navigate using a list of directions or a map,Do you use landmarks (i.e. familiar buildings) to orient yourself when navigating?,"Do you find you're flexible navigating along routes (i.e. you can take new shortcuts easily, or do you prefer to follow the same path every time?",How easily could you draw a map of the city that you know?,"Do you think that you navigate by following a mental map, or working on scene at a time. - Selected Choice","Do you think that you navigate by following a mental map, or working on scene at a time. - Other: - Text","Z”˛;mso-bidi-font-family:P>Z”˛;
color:black"">How much video game experience do you have?",How good do you feel you are at playing video games?,Do you currently play video games?,How often (approximately) do you currently play video games?,How many years have you consistently played video games (lifetime)?,"At your peak playing, how many hours per week did you play video games?",Within the past five years how often have you played any video games?,Do you currently have a device to play video games?,What type of device(s)? Exclude immersive VR setups.,"This next set of questions have to do with a specific kind of video game. 
Have you ever played video games involving navigation, walking, or driving (examples include Grand Theft Auto, Halo, Call of Duty, World of Warcraft, League of Legends, Minecraft, Legend of Zelda: Breath of the Wild)?","How often (approximately) do you currently play video games involving navigation, walking, or driving?","At your peak playing, how many hours per week did you play video games involving navigation, walking, or driving?",What are your Top 4 (in order) video games that you like to play? (write Not Applicable if you don't play video games) - 1.,What are your Top 4 (in order) video games that you like to play? (write Not Applicable if you don't play video games) - 2.,What are your Top 4 (in order) video games that you like to play? (write Not Applicable if you don't play video games) - 3.,What are your Top 4 (in order) video games that you like to play? (write Not Applicable if you don't play video games) - 4.,"Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Groups - Your Top 3 Genres, or video game categories, that you enjoy playing.","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Action - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Adventure Fighting - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Arcade - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - City-building games - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Economic simulation games - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Educational - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - First-person shooter - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Flight - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - God games - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Mass. Multi. Online Games - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Other (specify) - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Maze - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Military - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Music - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Pinball - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Platform - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Puzzle - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Strategy - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Racing - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Real-time and turn-based tactical - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Real-time and turn-based strategy - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Role-playing - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Simulators - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Space - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Sports - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Stealth - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Strategy war games - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Survival/Horror - Rank","Select your top 3 genres or video game categories that you enjoy playing. (Leave blank if you do not play video games). - Ranks - Your Top 3 Genres, or video game categories, that you enjoy playing. - Vehicular combat - Rank"
4/4/2022 10:24,4/4/2022 10:35,IP Address,128.227.188.116,100,627,TRUE,4/4/2022 10:35,R_301SaTK2m1GCfY6,,,,,29.68249512,-82.36060333,anonymous,EN,2016,,Chrome,99.0.4844.84,Windows NT 10.0,1920x1080,20,14,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Agree,Somewhat disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Somewhat disagree,Disagree,Agree,Neutral,Agree,Neutral,Somewhat disagree,Scene,,Yes,Somewhat,Somewhat Often,Somewhat clearly,Landmarks,,Street-level,,Some of each,Yes,Directions,Often,Somewhat flexile,Not easily,Scene at a time,,A little,not very skilled,No,,1,10-Jun,few times a year,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2022 10:00,4/5/2022 10:09,IP Address,128.227.188.116,100,560,TRUE,4/5/2022 10:09,R_1ptfQOqOSkOV4DQ,,,,,29.6825,-82.3606,anonymous,EN,2017,,Chrome,99.0.4844.84,Windows NT 10.0,1920x1080,18,12,english,right,male,man,,heterosexual,,asian,,Somewhat agree,Somewhat agree,Agree,Agree,Neutral,Somewhat disagree,Neutral,Somewhat disagree,Neutral,Disagree,Agree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Scene,,Yes,Yes,Very Rarely,Somewhat clearly,Landmarks,,Street-level,,Some of each,Somewhat,Directions,Often,Somewhat flexile,Not easily,Maps,,A lot,very good,Yes,weekly,8,15-Oct,weekly,Yes,"Nintendo Switch,Nintendo DS/3DS,PC/Mac,Mobile",Yes,few times a year,15-Oct,Overwatch,Pokemon,Fire Emblem,Xenoblade Chronicles,"Real-time and turn-based strategy,Racing,First-person shooter",,,,,,,3,,,,,,,,,,,,2,,1,,,,,,,,
4/6/2022 7:31,4/6/2022 7:38,IP Address,128.227.188.116,100,439,TRUE,4/6/2022 7:38,R_3hAPAsjfo6SX38c,,,,,29.6825,-82.3606,anonymous,EN,2018,,Chrome,99.0.4844.84,Windows NT 10.0,1920x1080,18,12,english,right,female,woman,,heterosexual,,white,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Scene,,No,Yes,Somewhat Often,Very clearly,Landmarks,,Street-level,,Some of each,Rarely,Map,Often,Prefer the same route,Somewhat easily,Scene at a time,,A moderate amount,not very skilled,No,,4,10-Jun,monthly,No,,Yes,few times a year,10-Jun,Minecraft,Call of Duty,Fortnite,Mario Cart,"City-building games,Racing,First-person shooter",,,,1,,,3,,,,,,,,,,,,2,,,,,,,,,,
4/6/2022 10:57,4/6/2022 11:06,IP Address,128.227.188.116,100,537,TRUE,4/6/2022 11:06,R_2dv8mg0e7pV02Wk,,,,,29.6825,-82.3606,anonymous,EN,2019,,Chrome,99.0.4844.84,Windows NT 10.0,1920x1080,19,14,english,not right,male,man,,heterosexual,,hisp,,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Scene,,Yes,Yes,Very Rarely,Very clearly,Landmarks,,Bird's Eye View,,Know it,Somewhat,Map,Often,Flexible,Somewhat easily,Maps,,A moderate amount,very good,No,,8,15-Oct,few times a year,No,,Yes,few times a year,15-Oct,Call of Duty,FIFA,N/A,N/A,"Arcade,Sports,First-person shooter",,,1,,,,3,,,,,,,,,,,,,,,,,,2,,,,
4/8/2022 7:26,4/8/2022 7:31,IP Address,128.227.188.116,100,296,TRUE,4/8/2022 7:31,R_2zIwHBl39MOIlqI,,,,,29.6138,-82.386,anonymous,EN,2020,,Chrome,100.0.4896.75,Windows NT 10.0,1920x1080,19,13,not english,right,female,woman,,heterosexual,,white,,Strongly agree,Disagree,Agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Disagree,Scene,,Yes,Yes,Very Rarely,Somewhat clearly,Landmarks,,Street-level,,Some of each,Yes,Map,Often,Flexible,Very easily,Scene at a time,,A moderate amount,moderately good,No,,2,5-Jan,never,No,,Yes,few times a year,5-Jan,N/A,,,,"Puzzle,Military,Vehicular combat",,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,3
4/11/2022 7:32,4/11/2022 7:38,IP Address,128.227.188.116,100,338,TRUE,4/11/2022 7:38,R_TmYSGYuzfAvD1x7,,,,,29.61380005,-82.38600159,anonymous,EN,2021,,Chrome,100.0.4896.75,Windows NT 10.0,1920x1080,19,13,english,right,female,woman,,heterosexual,,white,,Agree,Disagree,Somewhat agree,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Map,,Yes,Yes,Very Rarely,Very clearly,Landmarks,,Street-level,,Know it,Somewhat,Map,Often,Somewhat flexile,Somewhat easily,Maps,,A little,no skill,No,,0,0,few times a year,No,,Yes,few times a year,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2022 8:27,4/11/2022 9:04,IP Address,128.227.188.116,100,2223,TRUE,4/11/2022 9:04,R_6KIQBlQ49DN8jJv,,,,,29.61380005,-82.38600159,anonymous,EN,2022,,Chrome,100.0.4896.75,Windows NT 10.0,1920x1080,19,13,english,right,male,man,,heterosexual,,white,,Somewhat agree,Somewhat agree,Neutral,Neutral,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Scene,,Yes,Somewhat,Somewhat Often,Somewhat clearly,Landmarks,,Street-level,,Some of each,Yes,Map,Often,Somewhat flexile,Not easily,Scene at a time,,A lot,moderately good,Yes,weekly,12,10-Jun,weekly,Yes,"PlayStation,Nintendo Switch,Xbox,Nintendo DS/3DS,Mobile",Yes,weekly,10-Jun,Halo,Metroid,Pokemon,Lego Star Wars,"Survival/Horror,Adventure Fighting,First-person shooter",,2,,,,,3,,,,,,,,,,,,,,,,,,,,,1,
4/11/2022 9:54,4/11/2022 12:24,IP Address,128.227.188.116,100,8977,TRUE,4/11/2022 12:24,R_3frcZ8WSCyx8azm,,,,,29.61380005,-82.38600159,anonymous,EN,2023,,Chrome,100.0.4896.75,Windows NT 10.0,1920x1080,21,15,english,right,female,woman,,heterosexual,,white,,Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Agree,Strongly disagree,Somewhat agree,Disagree,Strongly agree,Agree,Somewhat disagree,Agree,Strongly disagree,Strongly agree,Map,,No,Somewhat,Very Often,Very clearly,Map Directions,,Bird's Eye View,,Some of each,Somewhat,Map,Sometimes,Somewhat flexile,Not easily,Scene at a time,,None at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2022 9:53,4/12/2022 9:58,IP Address,128.227.188.116,100,314,TRUE,4/12/2022 9:58,R_3sA2cjFaSnvvzr9,,,,,29.61380005,-82.38600159,anonymous,EN,2024,,Chrome,100.0.4896.75,Windows NT 10.0,1920x1080,18,12,english,right,female,woman,,heterosexual,,"asian,white",,Disagree,Strongly agree,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Scene,,No,Somewhat,Very Rarely,Very clearly,Landmarks,,Street-level,,Some of each,Yes,Directions,Often,Prefer the same route,Very easily,Maps,,A lot,moderately good,No,,15,0,daily,Yes,"Wii,Nintendo Switch,PC/Mac,Mobile",Yes,never,10-Jun,N/a,N/a,N/a,N/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2022 10:52,4/12/2022 11:28,IP Address,128.227.188.116,100,2160,TRUE,4/12/2022 11:28,R_3h53HpNCk3Jfskc,,,,,29.61380005,-82.38600159,anonymous,EN,2025,,Chrome,100.0.4896.75,Windows NT 10.0,1920x1080,19,13,not english,right,male,man,,heterosexual,,"hisp,white",,Agree,Disagree,Agree,Somewhat agree,Disagree,Neutral,Neutral,Somewhat agree,Somewhat agree,Neutral,Neutral,Disagree,Agree,Agree,Somewhat agree,Map,,Yes,Yes,Somewhat Often,Somewhat clearly,Map Directions,,Bird's Eye View,,Some of each,Rarely,Map,Sometimes,Prefer the same route,Somewhat easily,Maps,,A great deal,very good,Yes,daily,7,20+,daily,Yes,"PlayStation,PC/Mac,Mobile",Yes,daily,16-20,league of legends,fifa,clash royale,osu!,"Strategy war games,Strategy,Mass. Multi. Online Games",,,,,,,,,,3,,,,,,,,2,,,,,,,,,1,,
4/13/2022 7:32,4/13/2022 10:57,IP Address,128.227.188.116,100,12302,TRUE,4/13/2022 10:57,R_3CZu7o1RZ8yGnkJ,,,,,29.6138,-82.386,anonymous,EN,2026,,Chrome,100.0.4896.75,Windows NT 10.0,1920x1080,20,15,english,right,female,woman,,heterosexual,,white,,Disagree,Somewhat agree,Disagree,Somewhat disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Somewhat agree,Agree,Disagree,Agree,Disagree,Somewhat agree,Scene,,No,No,Somewhat Often,Somewhat clearly,Landmarks,,Street-level,,Neet to look around,Somewhat,Directions,Often,Flexible,Not easily,Scene at a time,,A lot,moderately good,No,,2,5-Jan,few times a year,No,,Yes,monthly,5-Jan,grand theft auto,call of duty,just dance,,"Action,Racing,Arcade",1,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,
4/13/2022 11:40,4/13/2022 12:44,IP Address,128.227.188.116,100,3873,TRUE,4/13/2022 12:44,R_uyoe1StpteuhRGF,,,,,29.6138,-82.386,anonymous,EN,2027,,Chrome,100.0.4896.75,Windows NT 10.0,1920x1080,18,13,not english,right,female,woman,,do not wish to say,,asian,,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Map,,No,Somewhat,Somewhat Often,Very clearly,Landmarks,,Bird's Eye View,,Neet to look around,Rarely,Map,Sometimes,Prefer the same route,Not easily,Maps,,A great deal,not very skilled,Yes,daily,8,5-Jan,daily,Yes,Mobile,Yes,weekly,5-Jan,GTA5,Gangstar New  Orleans,,,"Survival/Horror,First-person shooter,Action",3,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,
4/13/2022 13:35,4/13/2022 13:55,IP Address,128.227.188.116,100,1173,TRUE,4/13/2022 13:55,R_tFnUfOhvXdnjpQd,,,,,29.6138,-82.386,anonymous,EN,2028,,Chrome,100.0.4896.75,Windows NT 10.0,1920x1080,18,12,english,right,female,woman,,heterosexual,,hisp,,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Neutral,Somewhat disagree,Strongly disagree,Disagree,Somewhat agree,Agree,Map,,Yes,Yes,Somewhat Often,Somewhat clearly,Landmarks,,Street-level,,Some of each,Somewhat,Directions,Sometimes,Flexible,Somewhat easily,Maps,,A little,not very skilled,No,,1,5-Jan,few times a year,Yes,"PlayStation,Wii,Mobile",Yes,few times a year,5-Jan,Fifa,Minecraft,Fortnite,Call of duty ,"Arcade,Action,Racing",2,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,
4/14/2022 12:14,4/14/2022 12:34,IP Address,128.227.188.116,100,1188,TRUE,4/14/2022 12:34,R_2y7TNuVNQxoPtEO,,,,,29.6138,-82.386,anonymous,EN,2029,,Chrome,100.0.4896.88,Windows NT 10.0,1920x1080,20,13,english,right,male,man,,heterosexual,,white,,Strongly agree,Disagree,Neutral,Agree,Agree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Neutral,Disagree,Map,,Yes,Yes,Very Rarely,Very clearly,Other:,Depends on the person,Bird's Eye View,,Some of each,Yes,Map,Often,Somewhat flexile,Very easily,Maps,,A moderate amount,very good,Yes,weekly,10,15-Oct,weekly,Yes,"PlayStation,PC/Mac,Mobile",Yes,weekly,15-Oct,Hunt: Showdown,CSGO,chess.com,F1 2021,"First-person shooter,Strategy,Racing",,,,,,,1,,,,,,,,,,,2,3,,,,,,,,,,
4/15/2022 7:35,4/15/2022 7:43,IP Address,128.227.188.116,100,508,TRUE,4/15/2022 7:43,R_3JKuGZ9jOWSoCcW,,,,,29.6138,-82.386,anonymous,EN,2030,,Chrome,100.0.4896.88,Windows NT 10.0,1920x1080,19,13,english,right,male,man,,heterosexual,,white,,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Map,,Yes,Somewhat,Very Rarely,Somewhat clearly,Map Directions,,Bird's Eye View,,Know it,Somewhat,Map,Sometimes,Somewhat flexile,Somewhat easily,Maps,,A lot,very good,Yes,weekly,8,16-20,weekly,Yes,"Nintendo Switch,PC/Mac,Mobile",Yes,weekly,16-20,Dota 2,Super Smash Bros Ultimate,Call of Duty,Valorant,"Strategy,First-person shooter,Real-time and turn-based strategy",,,,,,,2,,,,,,,,,,,1,,,3,,,,,,,,
4/15/2022 8:37,4/15/2022 9:01,IP Address,128.227.188.116,100,1447,TRUE,4/15/2022 9:01,R_3Ja9ElAc77UC2hD,,,,,29.6138,-82.386,anonymous,EN,2031,,Chrome,100.0.4896.88,Windows NT 10.0,1920x1080,20,14,english,right,female,woman,,heterosexual,,black/afri-amer,,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Strongly disagree,Agree,Disagree,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Strongly disagree,Agree,Agree,Somewhat agree,Scene,,Yes,Somewhat,Somewhat Often,Somewhat clearly,Landmarks,,Bird's Eye View,,,Yes,Map,Often,Prefer the same route,Somewhat easily,Maps,,None at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2022 9:44,4/15/2022 10:49,IP Address,128.227.188.116,100,3871,TRUE,4/15/2022 10:49,R_Y5FUwx58StH4yY1,,,,,29.6138,-82.386,anonymous,EN,2032,,Chrome,100.0.4896.88,Windows NT 10.0,1920x1080,18,13,not english,right,female,woman,,heterosexual,,white,,Agree,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Map,,No,Somewhat,Somewhat Often,Somewhat clearly,Landmarks,,Street-level,,Know it,Somewhat,Map,Often,Somewhat flexile,Somewhat easily,Maps,,None at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2022 14:38,4/15/2022 14:48,IP Address,128.227.188.116,100,584,TRUE,4/15/2022 14:48,R_sXtdYXbiUqGgH85,,,,,29.6138,-82.386,anonymous,EN,2033,,Chrome,100.0.4896.88,Windows NT 10.0,1920x1080,20,15,english,right,female,woman,,heterosexual,,white,,Agree,Somewhat agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Neutral,Neutral,Somewhat disagree,Scene,,Yes,Somewhat,Somewhat Often,Somewhat clearly,Landmarks,,Street-level,,Some of each,Yes,Directions,Sometimes,Flexible,Somewhat easily,Scene at a time,,A little,not very skilled,No,,0,0,never,Yes,"Wii,Xbox",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2022 6:52,4/16/2022 7:25,IP Address,128.227.188.116,100,1973,TRUE,4/16/2022 7:25,R_22Votj8URb2xgwH,,,,,29.6138,-82.386,anonymous,EN,2034,,Chrome,100.0.4896.88,Windows NT 10.0,1920x1080,19,12,english,right,female,woman,,heterosexual,,asian,,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Scene,,Yes,Somewhat,Very Often,Very clearly,Map Directions,,Street-level,,Some of each,Somewhat,Directions,Sometimes,Somewhat flexile,Somewhat easily,Scene at a time,,A moderate amount,moderately good,No,,8,15-Oct,few times a year,No,,Yes,few times a year,16-20,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2022 8:11,4/16/2022 8:33,IP Address,128.227.188.116,100,1293,TRUE,4/16/2022 8:33,R_2zBfXRuuXL7VOKq,,,,,29.6138,-82.386,anonymous,EN,2035,,Chrome,100.0.4896.88,Windows NT 10.0,1920x1080,24,16,english,right,male,man,,heterosexual,,asian,,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Somewhat disagree,Scene,,Yes,Somewhat,Very Rarely,Somewhat clearly,Landmarks,,Street-level,,Know it,Somewhat,Directions,Sometimes,Somewhat flexile,Somewhat easily,Scene at a time,,A moderate amount,very good,Yes,weekly,3,20+,weekly,Yes,"Xbox,PC/Mac,Mobile",Yes,few times a year,15-Oct,Valorant,Overwatch,Pokemon Go,FIFA,"First-person shooter,Strategy,Sports",,,,,,,1,,,,,,,,,,,2,,,,,,,3,,,,
4/16/2022 9:23,4/16/2022 10:31,IP Address,128.227.188.116,100,4072,TRUE,4/16/2022 10:31,R_3w9GSl1L2DQ6fJL,,,,,29.6138,-82.386,anonymous,EN,2036,,Chrome,100.0.4896.88,Windows NT 10.0,1920x1080,20,14,english,right,female,woman,,heterosexual,,black/afri-amer,,Agree,Somewhat disagree,Neutral,Agree,Disagree,Somewhat agree,Neutral,Disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly agree,Disagree,Scene,,Yes,Somewhat,Very Rarely,Somewhat clearly,Landmarks,,Street-level,,Some of each,Somewhat,Directions,Often,Flexible,Not easily,Scene at a time,,A little,not very skilled,No,,0,5-Jan,few times a year,No,,Yes,few times a year,5-Jan,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2022 11:31,4/16/2022 12:08,IP Address,128.227.188.116,100,2268,TRUE,4/16/2022 12:08,R_1IJYWiHXDOh2MgE,,,,,29.6138,-82.386,anonymous,EN,2037,,Chrome,100.0.4896.88,Windows NT 10.0,1920x1080,19,13,english,right,female,woman,,heterosexual,,"hisp,white",,Neutral,Somewhat agree,Agree,Somewhat disagree,Neutral,Neutral,Disagree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Strongly disagree,Neutral,Somewhat disagree,Neutral,Scene,,Yes,Somewhat,Somewhat Often,Somewhat clearly,Landmarks,,Bird's Eye View,,Know it,Yes,Map,Often,Somewhat flexile,Not easily,Scene at a time,,A little,not very skilled,No,,0,0,never,No,,Yes,never,0,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
